2022-08-20 07:54:03.502  INFO [,,] 9956 --- [restartedMain] c.c.PensionManagementPortalApplication   : Starting PensionManagementPortalApplication using Java 1.8.0_181 on LTIN264352 with PID 9956 (C:\Workspace\microservices\Pension-Management-Portal-Microservice\target\classes started by 889068 in C:\Workspace\microservices\Pension-Management-Portal-Microservice)
2022-08-20 11:03:29.401  WARN [,,] 3216 --- [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-08-20 11:03:32.065  INFO [,,] 3216 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9085 (http) with context path ''
2022-08-20 11:03:32.196  INFO [,,] 3216 --- [http-nio-9085-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-08-20 11:03:32.198  INFO [,,] 3216 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-08-20 11:03:32.200  INFO [,,] 3216 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-08-20 11:03:32.225  INFO [,0a443538b4a5ab8a,0a443538b4a5ab8a] 3216 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : STARTED - getPensionDetail
2022-08-20 11:03:32.285  WARN [,0a443538b4a5ab8a,0a443538b4a5ab8a] 3216 --- [http-nio-9085-exec-1] .w.s.m.a.ResponseStatusExceptionResolver : Resolved [com.cognizant.exception.ResourceNotFoundException: Pensioner details list not found]
2022-08-20 11:03:32.366  INFO [,69266c7f3dfecab7,69266c7f3dfecab7] 3216 --- [http-nio-9085-exec-2] c.c.controller.PensionController         : STARTED - getPensionDetail
2022-08-20 11:03:32.436  WARN [,69266c7f3dfecab7,69266c7f3dfecab7] 3216 --- [http-nio-9085-exec-2] .w.s.m.a.ResponseStatusExceptionResolver : Resolved [com.cognizant.exception.ResourceNotFoundException: Pensioner details list not found]
2022-08-20 11:03:32.986  INFO [,,] 3216 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2022-08-20 11:03:32.988  INFO [,,] 3216 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2022-08-20 11:03:32.994  INFO [,,] 3216 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2022-08-20 11:03:33.078  INFO [,,] 3216 --- [restartedMain] c.c.PensionManagementPortalApplication   : Started PensionManagementPortalApplication in 7.237 seconds (JVM running for 953.078)
2022-08-20 11:03:33.083  INFO [,,] 3216 --- [restartedMain] .ConditionEvaluationDeltaLoggingListener : Condition evaluation unchanged
